Bank,Specialisation,Country,Year,Loans,Assets,Exposure_app,Exposure_pepp,GovSec,GovSec_over_A,Loans_G,Loans_G_H,L_over_A,L_over_A_G,L_over_A_G_H,ROA,Deposits_over_A,Equity_over_A,treat_50,treat_75,treat_50_pepp,treat_75_pepp,app_dummy,pepp_dummy
AXA BANQUE FINANCEMENT,Commercial bank,FR,2014,930176,986106,1.985384938,1.191847761,19578,1.985384938,0.461189823,0.307695847,94.32819595,-0.633938,-0.446038702,0.473579919,0.346514472,7.766305042,0,0,0,0,0,0
AXA BANQUE FINANCEMENT,Commercial bank,FR,2015,940733,989917,1.985384938,1.191847761,29281,2.957924755,1.128554307,0.753779339,95.03150264,0.703306687,0.495831299,0.500142941,0.328310353,7.76560055,0,0,0,0,1,0
AXA BANQUE FINANCEMENT,Commercial bank,FR,2016,878046,922148,1.985384938,1.191847761,28940,3.138324868,-6.896037456,-4.543339547,95.21747051,0.185967873,0.130375465,0.567913177,0.347124323,8.374469174,0,0,0,0,1,0
AXA BANQUE FINANCEMENT,Commercial bank,FR,2017,788562,825486,1.985384938,1.191847761,9000,1.090266825,-10.74879504,-7.033097623,95.52699864,0.309528126,0.216482044,0.618908134,0.35627497,9.355579622,0,0,0,0,1,0
AXA BANQUE FINANCEMENT,Commercial bank,FR,2018,749287,770900,1.985384938,1.191847761,9000,1.167466597,-5.108894593,-3.376445521,97.19639383,1.669395185,1.158295174,0.55402776,0.267349851,9.909715916,0,0,0,0,1,0
AXA BANQUE FINANCEMENT,Commercial bank,FR,2019,730365,755130,1.985384938,1.191847761,9000,1.191847761,-2.557767851,-1.697848169,96.72043224,-0.475961582,-0.326994138,0.132559957,0.263398355,9.690649292,0,0,0,0,0,0
AXA BANQUE FINANCEMENT,Commercial bank,FR,2020,647821,665586,1.985384938,1.191847761,4003,0.60142491,-11.99299856,-7.829452548,97.33092343,0.610491183,0.419910878,0.254212078,0.22040728,10.81498108,0,0,0,0,0,1
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2012,910204,1942728.319,41.74472863,1.480663208,614618,31.63684773,5.055434626,3.398198321,46.85184187,-15.63494419,-18.19863992,0.386994771,33.54087103,3.815580041,1,1,0,0,0,0
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2013,896734,2391874,41.74472863,1.480663208,900900,37.66502751,-1.490947617,-0.991482963,37.49085445,-9.36098742,-14.27039197,0.414277675,38.73515076,3.641328933,1,1,0,0,0,0
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2014,932832,2366603,41.74472863,1.480663208,987932,41.74472863,3.946584628,2.648131167,39.41649698,1.925642528,3.366560713,0.486266602,48.25553758,4.263199193,1,1,0,0,0,0
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2015,1063282,2551456,41.74472863,1.480663208,851130,33.35859995,13.08905098,8.907641179,41.67353856,2.257041581,3.745924032,1.045873415,53.24618571,4.830810329,1,1,0,0,1,0
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2016,1103222,3057989,41.74472863,1.480663208,1362777,44.56448339,3.687463818,2.473228876,36.07671578,-5.596822784,-9.373044764,0.885909008,50.99966023,4.275195235,1,1,0,0,1,0
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2017,1259039,3656464,41.74472863,1.480663208,1637921,44.79521746,13.21137423,8.992512732,34.43323933,-1.64347645,-3.083831095,0.440644295,46.2975979,4.196595399,1,1,0,0,1,0
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,Cooperative bank,IT,2018,3189159,3964003,41.74472863,1.480663208,116679,2.943463968,92.94085141,67.63763271,80.45299158,46.01975226,61.63931895,0.310847393,45.11881045,4.206757664,1,1,0,0,1,0
